StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_8,Q3_1,Q3_2,Q3_3,Q3_12,Q3_11,Q3_10,Q4_1,Q4_2,Q5_1,Q5_2,Q5_3,Q5_4,Q6
2024-04-10 20:40:58,2024-04-10 20:45:26,0,128.250.0.54,100,267,1,2024-04-10 20:45:26,R_4hRtRA0aV7hDOOv,,,,,-37.8159,144.9669,qr,EN,22,B,6,2,4,3,18,4,3,6,5,5,5,6,5,"Better than the last one, the virtual robot arm. But it is not a main factor for completing the task."
2024-04-10 20:48:01,2024-04-10 20:50:51,0,128.250.0.54,100,170,1,2024-04-10 20:50:52,R_4od2ECdstbR8DRv,,,,,-37.8159,144.9669,qr,EN,22,A,7,7,5,3,19,3,2,7,5,5,6,6,6,I think the virtual robot arm is kind of meaningless.
2024-04-10 20:52:17,2024-04-10 20:56:41,0,128.250.0.54,100,263,1,2024-04-10 20:56:42,R_4nAAgZKcHfix4Pv,,,,,-37.8159,144.9669,qr,EN,22,C,7,4,2,3,3,3,3,7,6,6,5,6,6,"It gives participants confidence to do the experiments, successfully control the robot arm in reality."
2024-04-11 14:27:07,2024-04-11 14:35:50,0,128.250.0.54,100,522,1,2024-04-11 14:35:51,R_4aE5XH9jKR9guX1,,,,,-37.8159,144.9669,qr,EN,23,D,2,18,14,5,14,14,12,4,4,6,4,4,6,
2024-04-11 14:36:51,2024-04-11 14:49:00,0,128.250.0.54,100,729,1,2024-04-11 14:49:01,R_4xUudnwsXdtCgHn,,,,,-37.8159,144.9669,qr,EN,23,B,4,10,7,2,20,1,2,6,6,6,6,7,7,
2024-04-11 14:51:04,2024-04-11 14:53:20,0,128.250.0.54,100,135,1,2024-04-11 14:53:20,R_4ujaRyFH5jxiXId,,,,,-37.8159,144.9669,qr,EN,23,C,7,1,2,1,1,1,1,4,4,1,1,1,2,
2024-04-11 14:54:04,2024-04-11 14:59:21,0,128.250.0.54,100,317,1,2024-04-11 14:59:21,R_4fBf5GMIGOxAUa5,,,,,-37.8159,144.9669,qr,EN,23,A,6,2,1,1,20,2,1,3,3,5,6,6,6,
2024-04-11 16:26:42,2024-04-11 16:51:14,0,128.250.0.54,100,1472,1,2024-04-11 16:51:14,R_4i9YTEg2c9Xkyxb,,,,,-37.8159,144.9669,qr,EN,24,D,1,12,20,4,18,16,12,5,4,4,7,7,4,Sometimes it does not move as expected. Sometimes I can’t see the target (hand is blocking)
2024-04-11 17:00:13,2024-04-11 17:01:51,0,128.250.0.54,100,97,1,2024-04-11 17:01:51,R_4VyxwO95yEdfbEo,,,,,-37.8159,144.9669,qr,EN,24,C,4,11,14,1,20,11,9,5,4,5,7,7,6,"Hand helps with orientation "
2024-04-11 17:11:18,2024-04-11 17:13:37,0,128.250.0.54,100,139,1,2024-04-11 17:13:38,R_4SOXYRKevbSPapz,,,,,-37.8159,144.9669,qr,EN,24,B,5,11,14,1,18,8,5,5,5,5,7,7,5,Better than the last with the hand in natural position. That was confusing. I have gotten used to this by now.
2024-04-11 17:21:54,2024-04-11 17:23:27,0,128.250.0.54,100,93,1,2024-04-11 17:23:28,R_41Z8l7oWKfCxQrL,,,,,-37.8159,144.9669,qr,EN,24,A,6,8,13,1,19,16,14,5,4,5,7,7,5,
